Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
13	:	1709949100.028	  3368.274	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_13 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_13: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_13.err
12	:	1709949022.246	  3698.299	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_12 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_12: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_12.err
11	:	1709948895.267	  3932.806	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_11 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_11: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_11.err
15	:	1709949926.389	  3183.463	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_15 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_15: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_15.err
14	:	1709949885.093	  3295.012	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_14 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_14: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_14.err
16	:	1709952468.330	  3320.068	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_16 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_16: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_16.err
17	:	1709952720.552	  3454.759	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_17 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_17: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_17.err
18	:	1709952828.086	  3417.975	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_18 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_18: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_18.err
20	:	1709953180.112	  3281.490	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_20 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_20: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_20.err
19	:	1709953109.866	  3367.970	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_19 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_19: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_19.err
25	:	1709956477.843	  2103.815	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_25 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_25: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_25.err
26	:	1709958581.669	    23.396	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_68 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_68: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_68.err
24	:	1709956461.609	  2184.574	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_24 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_24: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_24.err
28	:	1709958646.206	    34.550	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_53 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_53: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_53.err
29	:	1709958680.777	    26.173	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_54 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_54: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_54.err
27	:	1709958605.071	   133.534	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_65 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_65: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_65.err
30	:	1709958706.956	    31.878	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_61 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_61: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_61.err
31	:	1709958738.611	    20.524	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_73 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_73: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_73.err
32	:	1709958738.841	    27.793	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_74 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_74: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_74.err
33	:	1709958759.150	    22.573	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_70 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_70: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_70.err
23	:	1709956246.067	  2538.570	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_23 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_23: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_23.err
34	:	1709958766.668	    19.588	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_46 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_46: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_46.err
35	:	1709958781.729	    30.452	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_56 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_56: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_56.err
36	:	1709958784.676	    28.464	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_76 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_76: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_76.err
37	:	1709958786.263	    31.375	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_50 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_50: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_50.err
38	:	1709958812.188	    12.674	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_69 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_69: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_69.err
39	:	1709958813.146	    14.211	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_82 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_82: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_82.err
40	:	1709958817.645	    20.347	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_67 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_67: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_67.err
41	:	1709958824.869	    24.144	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_72 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_72: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_72.err
21	:	1709955788.408	  3067.098	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_21 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_21: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_21.err
43	:	1709958837.998	    17.782	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_62 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_62: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_62.err
42	:	1709958827.390	    33.448	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_52 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_52: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_52.err
45	:	1709958855.511	    11.710	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_77 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_77: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_77.err
44	:	1709958849.035	    20.633	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_66 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_66: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_66.err
46	:	1709958855.786	    20.609	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_47 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_47: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_47.err
47	:	1709958860.844	    18.612	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_59 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_59: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_59.err
48	:	1709958867.228	    24.917	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_49 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_49: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_49.err
49	:	1709958869.700	    30.687	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_57 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_57: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_57.err
50	:	1709958876.401	    24.254	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_60 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_60: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_60.err
51	:	1709958879.463	    24.708	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_71 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_71: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_71.err
53	:	1709958900.393	    30.557	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_64 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_64: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_64.err
54	:	1709958900.662	    31.141	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_51 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_51: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_51.err
55	:	1709958904.178	    39.404	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_58 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_58: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_58.err
52	:	1709958892.152	    60.258	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_63 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_63: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_63.err
56	:	1709958930.975	    31.071	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_48 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_48: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_48.err
57	:	1709958931.824	    31.801	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_75 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_75: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_75.err
22	:	1709956175.317	  2790.208	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_22 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r SUPER_22: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/SUPER_22.err
58	:	1709958943.589	    29.166	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_55 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_55: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_55.err
59	:	1709958952.416	    39.042	0	0	0	0	angsd -GL 2 -out /Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_45 -nThreads 10 -doGlf 2 -doMajorMinor 1 -doMaf 2 -SNP_pval 1e-6 -minMaf 0.05 -minQ 30 -minInd 108 -minMapQ 40 -bam /Scratch/jill/tools/bamlist.txt -r scaffold_45: 2>/Scratch/jill/alignment_results_angsd/chrom_subset_results/scaffold_45.err
