Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
12	:	1709752041.263	  2129.881	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1014C_PE.bam /Scratch/jill/alignment_results_bwa/1014C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1014C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1014C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1014C.bam && rm /Scratch/jill/alignment_results_bwa/1014C_temp_sorted.bam
14	:	1709753356.826	  1233.714	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1015C_PE.bam /Scratch/jill/alignment_results_bwa/1015C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1015C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1015C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1015C.bam && rm /Scratch/jill/alignment_results_bwa/1015C_temp_sorted.bam
13	:	1709753049.408	  2178.355	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1015A_PE.bam /Scratch/jill/alignment_results_bwa/1015A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1015A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1015A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1015A.bam && rm /Scratch/jill/alignment_results_bwa/1015A_temp_sorted.bam
17	:	1709754590.547	   650.776	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1016C_PE.bam /Scratch/jill/alignment_results_bwa/1016C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1016C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1016C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1016C.bam && rm /Scratch/jill/alignment_results_bwa/1016C_temp_sorted.bam
16	:	1709754171.151	  1353.898	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1016B_PE.bam /Scratch/jill/alignment_results_bwa/1016B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1016B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1016B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1016B.bam && rm /Scratch/jill/alignment_results_bwa/1016B_temp_sorted.bam
11	:	1709751953.662	  3728.442	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1014B_PE.bam /Scratch/jill/alignment_results_bwa/1014B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1014B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1014B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1014B.bam && rm /Scratch/jill/alignment_results_bwa/1014B_temp_sorted.bam
18	:	1709755227.771	  1454.736	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1026B_PE.bam /Scratch/jill/alignment_results_bwa/1026B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1026B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1026B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1026B.bam && rm /Scratch/jill/alignment_results_bwa/1026B_temp_sorted.bam
19	:	1709755241.329	  2277.200	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1026C_PE.bam /Scratch/jill/alignment_results_bwa/1026C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1026C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1026C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1026C.bam && rm /Scratch/jill/alignment_results_bwa/1026C_temp_sorted.bam
15	:	1709753359.290	  4180.048	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1016A_PE.bam /Scratch/jill/alignment_results_bwa/1016A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1016A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1016A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1016A.bam && rm /Scratch/jill/alignment_results_bwa/1016A_temp_sorted.bam
22	:	1709756682.514	   919.784	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1028C_PE.bam /Scratch/jill/alignment_results_bwa/1028C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1028C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1028C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1028C.bam && rm /Scratch/jill/alignment_results_bwa/1028C_temp_sorted.bam
20	:	1709755525.055	  2087.164	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1028A_PE.bam /Scratch/jill/alignment_results_bwa/1028A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1028A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1028A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1028A.bam && rm /Scratch/jill/alignment_results_bwa/1028A_temp_sorted.bam
21	:	1709755682.110	  2523.373	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1028B_PE.bam /Scratch/jill/alignment_results_bwa/1028B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1028B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1028B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1028B.bam && rm /Scratch/jill/alignment_results_bwa/1028B_temp_sorted.bam
23	:	1709757518.536	  1076.940	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1029A_PE.bam /Scratch/jill/alignment_results_bwa/1029A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1029A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1029A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1029A.bam && rm /Scratch/jill/alignment_results_bwa/1029A_temp_sorted.bam
24	:	1709757539.343	  1175.909	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1029B_PE.bam /Scratch/jill/alignment_results_bwa/1029B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1029B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1029B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1029B.bam && rm /Scratch/jill/alignment_results_bwa/1029B_temp_sorted.bam
27	:	1709758205.490	   809.385	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1030B_PE.bam /Scratch/jill/alignment_results_bwa/1030B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1030B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1030B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1030B.bam && rm /Scratch/jill/alignment_results_bwa/1030B_temp_sorted.bam
28	:	1709758595.483	   667.625	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1030C_PE.bam /Scratch/jill/alignment_results_bwa/1030C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1030C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1030C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1030C.bam && rm /Scratch/jill/alignment_results_bwa/1030C_temp_sorted.bam
26	:	1709757612.226	  1710.597	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1030A_PE.bam /Scratch/jill/alignment_results_bwa/1030A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1030A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1030A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1030A.bam && rm /Scratch/jill/alignment_results_bwa/1030A_temp_sorted.bam
25	:	1709757602.304	  1975.853	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1029C_PE.bam /Scratch/jill/alignment_results_bwa/1029C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1029C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1029C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1029C.bam && rm /Scratch/jill/alignment_results_bwa/1029C_temp_sorted.bam
29	:	1709758715.258	  1703.188	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1031A_PE.bam /Scratch/jill/alignment_results_bwa/1031A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1031A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1031A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1031A.bam && rm /Scratch/jill/alignment_results_bwa/1031A_temp_sorted.bam
31	:	1709759263.114	  1168.662	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1031C_PE.bam /Scratch/jill/alignment_results_bwa/1031C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1031C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1031C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1031C.bam && rm /Scratch/jill/alignment_results_bwa/1031C_temp_sorted.bam
30	:	1709759014.882	  1741.933	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1031B_PE.bam /Scratch/jill/alignment_results_bwa/1031B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1031B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1031B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1031B.bam && rm /Scratch/jill/alignment_results_bwa/1031B_temp_sorted.bam
33	:	1709759578.163	  1319.211	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1033A_PE.bam /Scratch/jill/alignment_results_bwa/1033A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1033A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1033A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1033A.bam && rm /Scratch/jill/alignment_results_bwa/1033A_temp_sorted.bam
32	:	1709759322.830	  1751.269	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1032A_PE.bam /Scratch/jill/alignment_results_bwa/1032A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1032A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1032A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1032A.bam && rm /Scratch/jill/alignment_results_bwa/1032A_temp_sorted.bam
36	:	1709760756.822	  1805.625	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1034B_PE.bam /Scratch/jill/alignment_results_bwa/1034B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1034B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1034B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1034B.bam && rm /Scratch/jill/alignment_results_bwa/1034B_temp_sorted.bam
37	:	1709760897.382	  1725.740	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1034C_PE.bam /Scratch/jill/alignment_results_bwa/1034C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1034C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1034C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1034C.bam && rm /Scratch/jill/alignment_results_bwa/1034C_temp_sorted.bam
35	:	1709760431.782	  2682.169	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1034A_PE.bam /Scratch/jill/alignment_results_bwa/1034A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1034A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1034A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1034A.bam && rm /Scratch/jill/alignment_results_bwa/1034A_temp_sorted.bam
34	:	1709760418.451	  2817.597	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1033C_PE.bam /Scratch/jill/alignment_results_bwa/1033C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1033C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1033C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1033C.bam && rm /Scratch/jill/alignment_results_bwa/1033C_temp_sorted.bam
39	:	1709762562.453	  1532.707	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1035A_PE.bam /Scratch/jill/alignment_results_bwa/1035A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1035A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1035A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1035A.bam && rm /Scratch/jill/alignment_results_bwa/1035A_temp_sorted.bam
40	:	1709762623.129	  2029.055	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1035C_PE.bam /Scratch/jill/alignment_results_bwa/1035C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1035C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1035C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1035C.bam && rm /Scratch/jill/alignment_results_bwa/1035C_temp_sorted.bam
38	:	1709761074.105	  3779.292	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1034D_PE.bam /Scratch/jill/alignment_results_bwa/1034D_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1034D_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1034D_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1034D.bam && rm /Scratch/jill/alignment_results_bwa/1034D_temp_sorted.bam
41	:	1709763113.958	  2157.292	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1036C_PE.bam /Scratch/jill/alignment_results_bwa/1036C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1036C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1036C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1036C.bam && rm /Scratch/jill/alignment_results_bwa/1036C_temp_sorted.bam
45	:	1709764853.404	  1128.710	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1037C_PE.bam /Scratch/jill/alignment_results_bwa/1037C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1037C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1037C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1037C.bam && rm /Scratch/jill/alignment_results_bwa/1037C_temp_sorted.bam
42	:	1709763236.053	  2970.250	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1036D_PE.bam /Scratch/jill/alignment_results_bwa/1036D_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1036D_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1036D_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1036D.bam && rm /Scratch/jill/alignment_results_bwa/1036D_temp_sorted.bam
43	:	1709764095.166	  2259.238	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1037A_PE.bam /Scratch/jill/alignment_results_bwa/1037A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1037A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1037A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1037A.bam && rm /Scratch/jill/alignment_results_bwa/1037A_temp_sorted.bam
44	:	1709764652.190	  1813.746	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1037B_PE.bam /Scratch/jill/alignment_results_bwa/1037B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1037B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1037B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1037B.bam && rm /Scratch/jill/alignment_results_bwa/1037B_temp_sorted.bam
47	:	1709765982.121	  1053.915	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1038A_PE.bam /Scratch/jill/alignment_results_bwa/1038A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1038A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1038A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1038A.bam && rm /Scratch/jill/alignment_results_bwa/1038A_temp_sorted.bam
48	:	1709766206.310	  1070.672	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1038B_PE.bam /Scratch/jill/alignment_results_bwa/1038B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1038B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1038B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1038B.bam && rm /Scratch/jill/alignment_results_bwa/1038B_temp_sorted.bam
46	:	1709765271.258	  2197.937	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1037D_PE.bam /Scratch/jill/alignment_results_bwa/1037D_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1037D_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1037D_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1037D.bam && rm /Scratch/jill/alignment_results_bwa/1037D_temp_sorted.bam
49	:	1709766354.410	  1933.080	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1038D_PE.bam /Scratch/jill/alignment_results_bwa/1038D_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1038D_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1038D_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1038D.bam && rm /Scratch/jill/alignment_results_bwa/1038D_temp_sorted.bam
51	:	1709767036.044	  1785.998	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1039B_PE.bam /Scratch/jill/alignment_results_bwa/1039B_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1039B_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1039B_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1039B.bam && rm /Scratch/jill/alignment_results_bwa/1039B_temp_sorted.bam
53	:	1709767469.202	  1827.222	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1040A_PE.bam /Scratch/jill/alignment_results_bwa/1040A_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1040A_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1040A_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1040A.bam && rm /Scratch/jill/alignment_results_bwa/1040A_temp_sorted.bam
52	:	1709767276.989	  2070.970	0	0	0	0	samtools cat /Scratch/jill/alignment_results_bwa/1039C_PE.bam /Scratch/jill/alignment_results_bwa/1039C_SE.bam | samtools sort -n --threads 5 | samtools fixmate - - | samtools sort --threads 5 -o /Scratch/jill/alignment_results_bwa/1039C_temp_sorted.bam && sambamba markdup -r -t 5 /Scratch/jill/alignment_results_bwa/1039C_temp_sorted.bam /Scratch/jill/alignment_results_bwa/1039C.bam && rm /Scratch/jill/alignment_results_bwa/1039C_temp_sorted.bam
