Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
27	:	1709279949.953	  7785.398	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1030B\tSM:1030B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1030B_1.fq.gz /Scratch/jill/alignment_results_fastp/1030B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1030B_PE.bam
26	:	1709277940.852	 14387.510	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1030A\tSM:1030A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1030A_1.fq.gz /Scratch/jill/alignment_results_fastp/1030A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1030A_PE.bam
25	:	1709277655.964	 17221.677	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1029C\tSM:1029C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1029C_1.fq.gz /Scratch/jill/alignment_results_fastp/1029C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1029C_PE.bam
19	:	1709267027.544	 28586.915	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1026C\tSM:1026C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1026C_1.fq.gz /Scratch/jill/alignment_results_fastp/1026C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1026C_PE.bam
20	:	1709267054.409	 28850.861	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1028A\tSM:1028A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1028A_1.fq.gz /Scratch/jill/alignment_results_fastp/1028A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1028A_PE.bam
31	:	1709287514.134	 10734.540	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1031C\tSM:1031C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1031C_1.fq.gz /Scratch/jill/alignment_results_fastp/1031C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1031C_PE.bam
30	:	1709286526.648	 14580.865	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1031B\tSM:1031B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1031B_1.fq.gz /Scratch/jill/alignment_results_fastp/1031B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1031B_PE.bam
29	:	1709284318.965	 17279.172	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1031A\tSM:1031A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1031A_1.fq.gz /Scratch/jill/alignment_results_fastp/1031A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1031A_PE.bam
15	:	1709255098.004	 47551.920	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1016A\tSM:1016A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1016A_1.fq.gz /Scratch/jill/alignment_results_fastp/1016A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1016A_PE.bam
21	:	1709269286.228	 33469.225	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1028B\tSM:1028B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1028B_1.fq.gz /Scratch/jill/alignment_results_fastp/1028B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1028B_PE.bam
32	:	1709287735.358	 15968.774	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1032A\tSM:1032A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1032A_1.fq.gz /Scratch/jill/alignment_results_fastp/1032A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1032A_PE.bam
33	:	1709292328.369	 11650.909	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1033A\tSM:1033A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1033A_1.fq.gz /Scratch/jill/alignment_results_fastp/1033A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1033A_PE.bam
36	:	1709295905.277	 15139.226	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1034B\tSM:1034B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1034B_1.fq.gz /Scratch/jill/alignment_results_fastp/1034B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1034B_PE.bam
37	:	1709298248.684	 18018.571	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1034C\tSM:1034C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1034C_1.fq.gz /Scratch/jill/alignment_results_fastp/1034C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1034C_PE.bam
39	:	1709301598.144	 18693.884	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1035A\tSM:1035A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1035A_1.fq.gz /Scratch/jill/alignment_results_fastp/1035A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1035A_PE.bam
40	:	1709302649.968	 19501.116	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1035C\tSM:1035C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1035C_1.fq.gz /Scratch/jill/alignment_results_fastp/1035C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1035C_PE.bam
41	:	1709302755.507	 20135.927	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1036C\tSM:1036C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1036C_1.fq.gz /Scratch/jill/alignment_results_fastp/1036C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1036C_PE.bam
43	:	1709303979.285	 21118.967	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1037A\tSM:1037A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1037A_1.fq.gz /Scratch/jill/alignment_results_fastp/1037A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1037A_PE.bam
35	:	1709295614.490	 31986.773	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1034A\tSM:1034A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1034A_1.fq.gz /Scratch/jill/alignment_results_fastp/1034A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1034A_PE.bam
34	:	1709294877.647	 33191.569	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1033C\tSM:1033C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1033C_1.fq.gz /Scratch/jill/alignment_results_fastp/1033C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1033C_PE.bam
45	:	1709316267.265	 11918.104	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1037C\tSM:1037C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1037C_1.fq.gz /Scratch/jill/alignment_results_fastp/1037C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1037C_PE.bam
47	:	1709322151.091	 10140.699	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1038A\tSM:1038A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1038A_1.fq.gz /Scratch/jill/alignment_results_fastp/1038A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1038A_PE.bam
44	:	1709311044.509	 23344.214	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1037B\tSM:1037B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1037B_1.fq.gz /Scratch/jill/alignment_results_fastp/1037B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1037B_PE.bam
48	:	1709322891.441	 12230.908	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1038B\tSM:1038B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1038B_1.fq.gz /Scratch/jill/alignment_results_fastp/1038B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1038B_PE.bam
42	:	1709303704.150	 33330.745	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1036D\tSM:1036D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1036D_1.fq.gz /Scratch/jill/alignment_results_fastp/1036D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1036D_PE.bam
38	:	1709301107.521	 41018.545	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1034D\tSM:1034D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1034D_1.fq.gz /Scratch/jill/alignment_results_fastp/1034D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1034D_PE.bam
46	:	1709320292.038	 26614.315	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1037D\tSM:1037D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1037D_1.fq.gz /Scratch/jill/alignment_results_fastp/1037D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1037D_PE.bam
49	:	1709325098.258	 21933.424	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1038D\tSM:1038D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1038D_1.fq.gz /Scratch/jill/alignment_results_fastp/1038D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1038D_PE.bam
51	:	1709328069.223	 20900.569	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1039B\tSM:1039B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1039B_1.fq.gz /Scratch/jill/alignment_results_fastp/1039B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1039B_PE.bam
56	:	1709337034.902	 13341.947	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1040D\tSM:1040D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1040D_1.fq.gz /Scratch/jill/alignment_results_fastp/1040D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1040D_PE.bam
57	:	1709342126.084	  8428.562	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1041B\tSM:1041B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1041B_1.fq.gz /Scratch/jill/alignment_results_fastp/1041B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1041B_PE.bam
52	:	1709328185.378	 25360.164	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1039C\tSM:1039C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1039C_1.fq.gz /Scratch/jill/alignment_results_fastp/1039C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1039C_PE.bam
50	:	1709327601.286	 26562.753	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1039A\tSM:1039A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1039A_1.fq.gz /Scratch/jill/alignment_results_fastp/1039A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1039A_PE.bam
53	:	1709332291.797	 21988.812	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1040A\tSM:1040A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1040A_1.fq.gz /Scratch/jill/alignment_results_fastp/1040A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1040A_PE.bam
55	:	1709335122.356	 19326.268	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1040C\tSM:1040C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1040C_1.fq.gz /Scratch/jill/alignment_results_fastp/1040C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1040C_PE.bam
62	:	1709350554.652	  5369.723	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1043A\tSM:1043A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1043A_1.fq.gz /Scratch/jill/alignment_results_fastp/1043A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1043A_PE.bam
59	:	1709347031.688	 15718.260	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1042B\tSM:1042B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1042B_1.fq.gz /Scratch/jill/alignment_results_fastp/1042B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1042B_PE.bam
54	:	1709334388.731	 31220.715	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1040B\tSM:1040B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1040B_1.fq.gz /Scratch/jill/alignment_results_fastp/1040B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1040B_PE.bam
58	:	1709346906.361	 24602.898	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1042A\tSM:1042A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1042A_1.fq.gz /Scratch/jill/alignment_results_fastp/1042A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1042A_PE.bam
67	:	1709355924.382	 34308.950	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1044C\tSM:1044C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1044C_1.fq.gz /Scratch/jill/alignment_results_fastp/1044C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1044C_PE.bam
64	:	1709354164.046	 67606.065	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1043C\tSM:1043C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1043C_1.fq.gz /Scratch/jill/alignment_results_fastp/1043C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1043C_PE.bam
66	:	1709354448.630	 72140.978	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1044B\tSM:1044B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1044B_1.fq.gz /Scratch/jill/alignment_results_fastp/1044B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1044B_PE.bam
63	:	1709353545.549	 74188.672	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1043B\tSM:1043B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1043B_1.fq.gz /Scratch/jill/alignment_results_fastp/1043B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1043B_PE.bam
70	:	1709371509.276	 60712.221	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1045C\tSM:1045C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1045C_1.fq.gz /Scratch/jill/alignment_results_fastp/1045C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1045C_PE.bam
72	:	1709421770.189	 25386.463	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1046A\tSM:1046A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1046A_1.fq.gz /Scratch/jill/alignment_results_fastp/1046A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1046A_PE.bam
75	:	1709432221.556	 15590.472	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1046D\tSM:1046D\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1046D_1.fq.gz /Scratch/jill/alignment_results_fastp/1046D_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1046D_PE.bam
65	:	1709354280.616	 94458.779	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1044A\tSM:1044A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1044A_1.fq.gz /Scratch/jill/alignment_results_fastp/1044A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1044A_PE.bam
73	:	1709426589.668	 28765.703	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1046B\tSM:1046B\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1046B_1.fq.gz /Scratch/jill/alignment_results_fastp/1046B_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1046B_PE.bam
76	:	1709447156.696	 10019.644	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1047A\tSM:1047A\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1047A_1.fq.gz /Scratch/jill/alignment_results_fastp/1047A_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1047A_PE.bam
60	:	1709348969.799	110970.381	0	0	0	0	bwa mem -t 5 -R '@RG\tID:1042C\tSM:1042C\tPL:ILLUMINA' /Scratch/jill/reference/bslug.final.fa.gz /Scratch/jill/alignment_results_fastp/1042C_1.fq.gz /Scratch/jill/alignment_results_fastp/1042C_2.fq.gz | samtools sort -@ 5 -o /Scratch/jill/alignment_results_bwa/1042C_PE.bam
